date,cpi
1983-07-01,5.854661720066990
1983-08-01,5.848413415083110
1983-09-01,5.898399854954120
1983-10-01,5.898399854954120
1983-11-01,5.910896464921870
1983-12-01,5.948386293994710
1984-01-01,6.154580356801790
1984-02-01,6.254553235713400
1984-03-01,6.267049845681150
1984-04-01,6.354526114625000
1984-05-01,6.392015944528260
1984-06-01,6.410760859479880
1984-07-01,6.435754078584970
1984-08-01,6.423257468617220
1984-09-01,6.417009163633340
1984-10-01,6.423257468617220
1984-11-01,6.423257468617220
1984-12-01,6.485740518455980
1985-01-01,6.516982042544950
1985-02-01,6.485740518455980
1985-03-01,6.498237128423730
1985-04-01,6.666941361327560
1985-05-01,6.685686276279190
1985-06-01,6.748169325287530
1985-07-01,6.741921020303660
1985-08-01,6.735672715319780
1985-09-01,6.723176105352030
1985-10-01,6.729424410335900
1985-11-01,6.748169325287530
1985-12-01,6.773162545223040
1986-01-01,6.854390509183010
1986-02-01,6.904376948223600
1986-03-01,6.879383729118510
1986-04-01,6.885632034102390
1986-05-01,6.973108303046240
1986-06-01,6.985604913013990
1986-07-01,6.973108303046240
1986-08-01,6.985604913013990
1986-09-01,7.185550670837200
1986-10-01,7.329261683805520
1986-11-01,7.366751513708770
1986-12-01,7.391744732813860
1987-01-01,7.416737952749370
1987-02-01,7.522959136644840
1987-03-01,7.504214221693220
1987-04-01,7.510462526677090
1987-05-01,7.654173540475830
1987-06-01,7.672918455427460
1987-07-01,7.704159979516420
1987-08-01,7.747898114403550
1987-09-01,7.804132858428020
1987-10-01,7.910354042323500
1987-11-01,8.047816751138360
1987-12-01,8.079058275227320
1988-01-01,8.104051495162830
1988-02-01,8.147789630049960
1988-03-01,8.154037935033840
1988-04-01,8.210272679058310
1988-05-01,8.285252338034410
1988-06-01,8.316493864614620
1988-07-01,8.410218435220680
1988-08-01,8.441459964292140
1988-09-01,8.441459964292140
1988-10-01,8.472701485059440
1988-11-01,8.510191316623530
1988-12-01,8.528936232405570
1989-01-01,8.572674366462290
1989-02-01,8.678895550357770
1989-03-01,8.697640466139810
1989-04-01,8.835103170802600
1989-05-01,8.891337918148730
1989-06-01,8.872593002366680
1989-07-01,8.916331136423400
1989-08-01,8.922579438916030
1989-09-01,8.941324354698070
1989-10-01,9.010055707029460
1989-11-01,9.053793841086180
1989-12-01,9.047545538593550
1990-01-01,9.135021806706990
1990-02-01,9.222498074820420
1990-03-01,9.185008251560490
1990-04-01,9.291229435455960
1990-05-01,9.366209090279990
1990-06-01,9.491175189957510
1990-07-01,9.703617557748470
1990-08-01,9.759852305094600
1990-09-01,9.809838741643940
1990-10-01,9.909811623046790
1990-11-01,9.941053143814100
1990-12-01,9.947301446306730
1991-01-01,10.022281109434900
1991-02-01,10.053522630202200
1991-03-01,10.059770940999000
1991-04-01,10.247220090515300
1991-05-01,10.265964997993200
1991-06-01,10.315951442846700
1991-07-01,10.509648894855600
1991-08-01,10.709594649357100
1991-09-01,10.722091262646500
1991-10-01,10.803319228267300
1991-11-01,10.922037017148100
1991-12-01,10.940781932930100
1992-01-01,10.990768369479500
1992-02-01,11.015761596058300
1992-03-01,11.090741250882300
1992-04-01,11.190714132285200
1992-05-01,11.203210737270400
1992-06-01,11.278190400398600
1992-07-01,11.296935316180600
1992-08-01,11.321928534455300
1992-09-01,11.340673450237400
1992-10-01,11.384411584294100
1992-11-01,11.415653105061400
1992-12-01,11.490632768189600
1993-01-01,11.828041235658000
1993-02-01,12.065476821723700
1993-03-01,12.246677660443200
1993-04-01,12.265422576225200
1993-05-01,12.277919189514600
1993-06-01,12.309160710281900
1993-07-01,12.396636986699500
1993-08-01,12.434126809959400
1993-09-01,12.465368339030900
1993-10-01,12.540347993854900
1993-11-01,12.590334438708400
1993-12-01,12.659065791039800
1994-01-01,12.821521722281400
1994-02-01,13.046460695057600
1994-03-01,13.133936963171100
1994-04-01,13.171426794735200
1994-05-01,13.233909844573900
1994-06-01,13.252654760356000
1994-07-01,13.433855599075500
1994-08-01,13.552573396260400
1994-09-01,13.627553051084400
1994-10-01,13.746270848269300
1994-11-01,13.808753898108000
1994-12-01,13.883733552932100
1995-01-01,14.039941181681000
1995-02-01,14.221142020400500
1995-03-01,14.308618288514000
1995-04-01,14.546053882883800
1995-05-01,14.621033537707800
1995-06-01,14.646026755982500
1995-07-01,14.745999637385300
1995-08-01,14.795986073934600
1995-09-01,14.845972518788100
1995-10-01,14.945945391886800
1995-11-01,15.008428441725600
1995-12-01,15.127146238910500
1996-01-01,15.595769108549100
1996-02-01,15.801963173847500
1996-03-01,15.695741989952000
1996-04-01,15.739480124008700
1996-05-01,15.845701307904200
1996-06-01,15.726983510719300
1996-07-01,15.833204694614800
1996-08-01,15.826956392122100
1996-09-01,15.858197912889400
1996-10-01,15.920680962728200
1996-11-01,15.989412315059600
1996-12-01,16.039398759913100
1997-01-01,16.314324177542800
1997-02-01,16.433041966423500
1997-03-01,16.439290277220300
1997-04-01,16.508021629551700
1997-05-01,16.558008066101100
1997-06-01,16.551759763608400
1997-07-01,16.682974165778600
1997-08-01,16.839181786223400
1997-09-01,17.020382633247100
1997-10-01,17.257818219312700
1997-11-01,17.395280923975500
1997-12-01,17.695199568184000
1998-01-01,18.963605464133000
1998-02-01,21.362954559672300
1998-03-01,22.493897750958400
1998-04-01,23.549861287420600
1998-05-01,24.780777351805500
1998-06-01,25.930465467177800
1998-07-01,28.148613715693500
1998-08-01,29.923132312845100
1998-09-01,31.047827201638700
1998-10-01,30.966599236017900
1998-11-01,30.991592454292600
1998-12-01,31.428973803163900
1999-01-01,32.359971239948500
1999-02-01,32.772359362241000
1999-03-01,32.709876312402200
1999-04-01,32.491185642118700
1999-05-01,32.397461063208400
1999-06-01,32.291239879313000
1999-07-01,31.947583109351900
1999-08-01,31.653912775940100
1999-09-01,31.435222105656500
1999-10-01,31.453967021438600
1999-11-01,31.485208550510000
1999-12-01,32.035059377465300
2000-01-01,32.453695810554600
2000-02-01,32.478689028829200
2000-03-01,32.328729710877100
2000-04-01,32.509930557900700
2000-05-01,32.784855975530400
2000-06-01,32.947311898467900
2000-07-01,33.372196634049800
2000-08-01,33.540900867784000
2000-09-01,33.522155952002000
2000-10-01,33.909550856019800
2000-11-01,34.359428818180600
2000-12-01,35.027997442320700
2001-01-01,35.140466928708800
2001-02-01,35.440385564613200
2001-03-01,35.759049116299700
2001-04-01,35.927753350033900
2001-05-01,36.333893169833800
2001-06-01,36.939978752439300
2001-07-01,37.721016871271800
2001-08-01,37.646037208143600
2001-09-01,37.883472794209200
2001-10-01,38.139653296056900
2001-11-01,38.795725315211800
2001-12-01,39.420555805295300
2002-01-01,40.257828671473800
2002-02-01,40.713954927823100
2002-03-01,40.838921027500600
2002-04-01,40.757693061879800
2002-05-01,41.088853226855600
2002-06-01,41.213819326533200
2002-07-01,41.501241349148100
2002-08-01,41.626207448825600
2002-09-01,41.876139648180700
2002-10-01,42.082333713479000
2002-11-01,42.832130303240000
2002-12-01,43.331994693645900
2003-01-01,43.744382824242600
2003-02-01,43.825610781559200
2003-03-01,43.744382824242600
2003-04-01,43.869348915616000
2003-05-01,43.994315015293500
2003-06-01,44.075542980914300
2003-07-01,44.075542980914300
2003-08-01,44.369213314326000
2003-09-01,44.531669245567700
2003-10-01,44.781601436618500
2003-11-01,45.200237869707800
2003-12-01,45.568887857943600
2004-01-01,45.862558191355400
2004-02-01,45.818820057298700
2004-03-01,45.987524291032900
2004-04-01,46.443650547382100
2004-05-01,46.856038677978800
2004-06-01,47.062232743277100
2004-07-01,47.274675111068000
2004-08-01,47.312164934328000
2004-09-01,47.312164934328000
2004-10-01,47.562097133683000
2004-11-01,48.018223390032200
2004-12-01,48.518087788742300
2005-01-01,49.180408110389900
2005-02-01,49.099180144769100
2005-03-01,50.055170799828400
2005-04-01,50.217626731070000
2005-05-01,50.323847914965500
2005-06-01,50.573780114320500
2005-07-01,50.967423320831000
2005-08-01,51.248597040953300
2005-09-01,51.598502121711200
2005-10-01,56.091033366088600
2005-11-01,56.828333342560200
2005-12-01,56.803340124285500
2006-01-01,57.571881629828500
2006-02-01,57.909290097297000
2006-03-01,57.928035013079000
2006-04-01,57.953028231353700
2006-05-01,58.171718909941400
2006-06-01,58.434147714281800
2006-07-01,58.696576518622000
2006-08-01,58.884025668138400
2006-09-01,59.108964649218700
2006-10-01,59.621325652914100
2006-11-01,59.821271407415600
2006-12-01,60.552323081394500
2007-01-01,61.177153579782200
2007-02-01,61.558300181307400
2007-03-01,61.702011188462800
2007-04-01,61.602038315364100
2007-05-01,61.664521365202800
2007-06-01,61.808232372358200
2007-07-01,62.251862023722200
2007-08-01,62.714236590868200
2007-09-01,63.220349292070900
2007-10-01,63.720213682476800
2007-11-01,63.838931479661800
2007-12-01,64.538741632873400
2008-01-01,65.682181437449000
2008-02-01,66.113314475523500
2008-03-01,66.744393268099600
2008-04-01,67.125539869624800
2008-05-01,68.069033919698800
2008-06-01,68.781340677895700
2008-07-01,69.724834719665600
2008-08-01,70.080988102916100
2008-09-01,70.762053340345700
2008-10-01,71.080716892032200
2008-11-01,71.168193160145600
2008-12-01,71.143199941870900
2009-01-01,71.093213505321600
2009-02-01,71.243172823273800
2009-03-01,71.399380443718600
2009-04-01,71.180689773435000
2009-05-01,71.211931294202300
2009-06-01,71.293159259823100
2009-07-01,71.611822811509600
2009-08-01,72.011714328816800
2009-09-01,72.767759221070400
2009-10-01,72.905221934037400
2009-11-01,72.886477018255300
2009-12-01,73.123912604320900
2010-01-01,73.736246489419100
2010-02-01,73.967433772992100
2010-03-01,73.848715975807200
2010-04-01,73.961185470499500
2010-05-01,74.173627838290400
2010-06-01,74.892182898980000
2010-07-01,76.066864224322800
2010-08-01,76.647956588653800
2010-09-01,76.985365056122200
2010-10-01,77.035351492671600
2010-11-01,77.497726059817600
2010-12-01,78.210032818014500
2011-01-01,78.909842971226100
2011-02-01,79.016064155121600
2011-03-01,78.759883653273900
2011-04-01,78.516199764715600
2011-05-01,78.609924335321700
2011-06-01,79.041057373396200
2011-07-01,79.572163292873600
2011-08-01,80.315711580142000
2011-09-01,80.534402250425600
2011-10-01,80.440677679819500
2011-11-01,80.715603097449200
2011-12-01,81.171729353798400
2012-01-01,81.790311541389300
2012-02-01,81.827801372953400
2012-03-01,81.884036120299500
2012-04-01,82.052740354033800
2012-05-01,82.108975093075700
2012-06-01,82.621336105075200
2012-07-01,83.202428494318600
2012-08-01,83.995963184919600
2012-09-01,84.008459773296600
2012-10-01,84.145922494567700
2012-11-01,84.202157225305500
2012-12-01,84.658283531479600
2013-01-01,85.167397893513100
2013-02-01,85.765296942687500
2013-03-01,86.172200462264600
2013-04-01,86.213721229568300
2013-05-01,86.296762764175900
2013-06-01,87.177003031016000
2013-07-01,89.809419678075600
2013-08-01,90.697964098376500
2013-09-01,90.473751954936100
2013-10-01,90.639835024151200
2013-11-01,90.789309786444800
2013-12-01,91.196213306021900
2014-01-01,92.167799260930300
2014-02-01,92.408619711292300
2014-03-01,92.483357092439000
2014-04-01,92.466748785517600
2014-05-01,92.616223547811200
2014-06-01,93.014822913927400
2014-07-01,93.878454873846100
2014-08-01,94.318575007266100
2014-09-01,94.576003764549600
2014-10-01,95.016123897969600
2014-11-01,96.444438293219600
2014-12-01,98.819426182995900
2015-01-01,98.578605732633900
2015-02-01,98.221527133821400
2015-03-01,98.387610203036600
2015-04-01,98.744688801849000
2015-05-01,99.234633856033600
2015-06-01,99.766099677522000
2015-07-01,100.696164865127000
2015-08-01,101.086460077782000
2015-09-01,101.036635157018000
2015-10-01,100.953593622410000
2015-11-01,101.161197458929000
2015-12-01,102.132783413837000
2016-01-01,102.655945081865000
2016-02-01,102.564599393797000
2016-03-01,102.763899076855000
2016-04-01,102.298866483053000
2016-05-01,102.539686933414000
2016-06-01,103.212323363736000
2016-07-01,103.926480561361000
2016-08-01,103.909872254439000
2016-09-01,104.142388551340000
2016-10-01,104.291863313634000
2016-11-01,104.781808367819000
2016-12-01,105.221928501239000
2017-01-01,106.243339376912000
2017-02-01,106.492463980734000
2017-03-01,106.475855673813000
2017-04-01,106.567201361881000
2017-05-01,106.982409034919000
2017-06-01,107.721478692926000
2017-07-01,107.953994989827000
2017-08-01,107.879257608681000
2017-09-01,108.020428217513000
2017-10-01,108.028732370974000
2017-11-01,108.244640360954000
2017-12-01,109.016926632804000
2018-01-01,109.697867216586000
2018-02-01,109.880558592723000
2018-03-01,110.096466582702000
2018-04-01,110.204420577692000
2018-05-01,110.436936874593000
2018-06-01,111.084660844532000
2018-07-01,111.391914522580000
2018-08-01,111.333785448355000
2018-09-01,111.134485765297000
2018-10-01,111.441739443345000
2018-11-01,111.740688967932000
2018-12-01,112.429933705175000
2019-01-01,112.795316457448000
